Feature ID	Taxon	Confidence
f41eef86ba8eb6b58b5db616f2b7533e	d__Bacteria; p__Campylobacterota_A; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Malaciobacter_A_476085; s__Malaciobacter_A pacificus	0.9285086334627657
1b64dbfd82294e2a666c317d132a00b9	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_660879; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter beijerinckii	0.9954072034854237
06f825b512d903b9230e1a55d87359ee	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Paenibacillales; f__Paenibacillaceae_367444	0.9064058647134832
d08bd367e06a6f1496e457e114b17d7d	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Alteromonadaceae; g__; s__	0.7270344234871723
66e6e9e3dc645a531c1c70085997d64c	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866	0.9992166053676768
4ac711b46d68011221bfd3afb538a3dc	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.9046894644647405
8b84a4ddaedff09de10789670dd8d7ec	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Casimicrobiaceae; g__Casimicrobium; s__	0.7488737750362612
923f521b9cf313f1f95c9367e09bbc1c	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_AF; s__	0.7416040545509728
0a857f235b897d7c44e86f0c1b75c69b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.807285620350133
959aeca1a65ce24599aaed29828c33f0	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Pasteurellaceae; g__Actinobacillus_C_733306; s__Actinobacillus anseriformium	0.9942038482103104
a0355e5712771d1465ae9266535d6aec	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.7348802029377896
573a1b003a4f1a5c8da6c21d22650fb2	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Paenibacillales	0.8940029220442418
e057e8668758aaa8dda497ecdb013502	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.9856774243580678
acbbcde1929f218d45cf1942ea80a3bf	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_660879; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter beijerinckii	0.9862541457983336
1b369ebd1a9248e5e22ed0c2a5584aed	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9999796577237553
17b8cbca2743de33484d559e0bf12cc9	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Pauljensenia; s__Schaalia naturae	0.9992547951962623
8e493df449e84acb4e24f5811ff3599b	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Copranaerobaculum; s__	0.7639695725205379
f9612c98d79c37a803a973724113cef6	d__Bacteria	0.9999979656779837
65acc5a75216e30c12dd899bf8912020	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.7770165449910374
1a65b568a8cbab6afc60587b3a3562c3	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Aerococcaceae; g__Granulicatella; s__Granulicatella balaenopterae	0.9753684410599132
ada34fcbe592e08b93ed5d840434218f	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Paenibacillales; f__Paenibacillaceae_367444	0.9986867717233661
4554649fbae1eb74f551f4cdd367cbce	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101	0.9776908849332806
e335f74033bc634af43ee6baa84fa247	d__Bacteria	0.9999999917519232
fb0df28dab0c87595016a5f4ead33d0f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__Mangroviflexus; s__Mangroviflexus xiamenensis	0.7333564275053328
122c44f12494a551b26d7600dac75794	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Casimicrobiaceae; g__Casimicrobium; s__	0.7848529153399335
f1624afb337a366b868028527c8df4c7	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Pasteurellaceae; g__Actinobacillus_C_733306; s__Actinobacillus anseriformium	0.9959779591494433
506f8c471421b2587202d1fe4181530b	d__Bacteria; p__Bacillota_I; c__Bacilli_A	0.8764304258214141
7141844c7c875a3dbd3457b358992029	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Massilibacteroides; s__Massilibacteroides vaginae	0.9847536559389549
00292415c75f76d555be969a5919c2f2	d__Bacteria; p__Bacteroidota; c__Bacteroidia	0.8449552177923212
2d7c40ed1641297c6cdfbda8b38db19d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__QVMH01; s__	0.9571720410831294
edc9e5c16e40aff1eadce6597940f08f	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Paenibacillales; f__Paenibacillaceae_367444	0.9239023964912989
22074e2b5404c72e5fd0dceaa2c85075	d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia	0.9201019102482151
650021fa4844c60e8aa8c61a5662af10	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Pasteurellaceae; g__Actinobacillus_C_733306; s__Actinobacillus anseriformium	0.9952459184467765
be74899fecf38944f3ae22546a431467	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Clostridium_R_134517; s__	0.9859462038234127
0a21726cd4952a96635576553da67787	d__Bacteria; p__Bacteroidota; c__Bacteroidia	0.8142363517513679
1dccb70b383d5da2b056c10248f7e8a3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0.8080693689397572
cd9401a6bce4a63af516d06d2a843f9d	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_AF; s__	0.7431590928525182
f22e4f0d218aa62ff1ca039104d15a68	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Enterobacteriaceae_A_725029	0.7399534432918079
5fd8757a16e27c1fde92abd8bdcc315c	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866	0.9994408952642811
b688fd2360318f8ca8b3cc33fb7af7d2	d__Bacteria	0.9999999994683125
2a9d9fd0ca1c277202bc7bf29a83f0db	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.7472132580449595
fad5d14b31d02f4588650ca3201d7fe6	d__Bacteria	0.9999998521577872
1f0532e025d966a685fd0d1f3144bc8a	d__Bacteria	0.999999530550073
5e05aa9050cd667707b75ff3dd91671b	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Aerococcaceae; g__Granulicatella; s__Granulicatella balaenopterae	0.9471660304573992
fd496fd32dc8c08ade2e8b6c9d8ee13d	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Paenibacillales; f__Paenibacillaceae_367444	0.8586550152763731
4f937d63adb104a783ca0ebab35f480d	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__MOL361; f__Turicibacteraceae; g__Turicibacter; s__Turicibacter sanguinis	0.99999996638195
1396cb7314d08a665b27b7ee242d5dde	d__Bacteria; p__Campylobacterota_A; c__Campylobacteria; o__Campylobacterales; f__Sulfurimonadaceae; g__PC08-66; s__	0.8556479392402826
8674dcf0cfe35939037fa9a5b986866f	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium_C; s__Fusobacterium_C canifelinum	0.9979807705847722
3337a2e609d923ee76b42169e4c8b78e	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Cellulomonadaceae; g__Promicromonospora	0.9484719280971197
60541f0bcc0adbb97c36b2852b1a9a37	d__Bacteria	0.9999999677721533
b9a952ecafcb824b99e3f969ee606aa8	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Pasteurellaceae; g__Actinobacillus_C_733306; s__Actinobacillus anseriformium	0.9959035012766116
d8be97728962243c4d98015c122c0602	d__Bacteria; p__Bacillota_I; c__Bacilli_A	0.7898482492937723
e93b313352019b8113e7fc66bf757917	d__Bacteria	0.9999999921571607
818434292143daca42a3168f3728da82	d__Bacteria	0.999999993820627
5c5609e249f5703d9b5691654d1c0981	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Cellulomonadaceae; g__Promicromonospora	0.9432108973375752
284fcae1a00e818743d82f05366fb4e8	d__Bacteria; p__Bacillota_I; c__Bacilli_A	0.9413880796715248
d2892578fb95b3124dba06d899ef6036	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.8180802971082564
b9b81fc295d089182aa3b5b55c7141aa	d__Bacteria	0.9998351483252269
dd029d9629f1d63984916d6607aed387	d__Bacteria	0.9998977614396045
c85b2f526b73404e0c83f62c494cb5c0	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9988937654767552
e708751e62639cc0951c413f92ea7620	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium_C; s__Fusobacterium_C canifelinum	0.9400950830284692
743f7360159fe13c57904b195e80859f	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Sarcina_201128; s__	0.999450708699536
c5c549da4d7fdf7f10cfefada2272ad8	d__Bacteria; p__Bacteroidota; c__Bacteroidia	0.8731060590477547
9396d90b7731892b4047d43d4827c8ce	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__QVMH01; s__	0.9478463162171027
4c82596ca924b2e5704e096693021044	d__Bacteria; p__Bacillota_I; c__Bacilli_A	0.9266747034694278
300568e1ddcb6356519af1a75ab2df4b	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__Mogibacterium_A; s__	0.999999998672763
8feccd7313bcb9c4ded7d044b77ea1af	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Cellulomonadaceae; g__Promicromonospora	0.9469350054956361
958c3a45ac100e67c08072a1247d1398	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483	0.8095763699401258
8d703908c09c7cb0da2a4398dd74f9f8	d__Bacteria; p__Bacillota_B_370539; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__Desulfosporosinus; s__Desulfosporosinus sp000224515	0.7962112810227152
f1c6d7503d38370d0885df704e0eece6	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Xanthomonas_A_614439	0.9533434523399399
a1b31da3a50890aadc04fca003e3e007	d__Bacteria; p__Bacillota_I; c__Bacilli_A	0.9751049191610247
05b29c6dcf2c23c6c519c59ce707a952	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Pauljensenia; s__Schaalia naturae	0.9993961154465651
9226810761fc5cdd889f17fe714e8027	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Acidiferrobacterales; f__Sulfurifustaceae; g__; s__	0.8069945984862356
a810a5868f8ac6d371530dc327512754	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Sarcina_201128; s__	0.9988451097824241
40d7157cfe6c199e6a0253bccd07c3f1	d__Bacteria; p__Bacillota_I; c__Bacilli_A	0.9952614902559267
27be202e7e8b5fe20291665dd62bf20b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.8517146655114455
3d2437c9e914d78cc2c3b679e10adee8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.7712294422377632
ff48ea2b9d30c737b53aeb9841179d57	d__Bacteria	0.9999999933548698
66b191199d023feff695f22fa13f4f72	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Massilibacteroides; s__Massilibacteroides vaginae	0.9808493396585285
7718cccd43285ee0b64aaab8c0f8b6bd	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Casimicrobiaceae; g__Casimicrobium; s__	0.8747828801804668
8ab30773f97213bfd0a2d2d08602f289	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Cellulomonadaceae; g__Promicromonospora	0.7784154631457011
b07a3e9dd6f26dcde49e23f069fa4733	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Treponematales; f__Treponemataceae; g__Treponema_D; s__Treponema_D rectale	0.9907436841562998
799b4308ac6b3570302274b3843bbbba	d__Bacteria; p__Bacillota_I; c__Bacilli_A	0.9948898486533316
5d32609a546e899a44e3989de088b2d4	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Paenibacillales; f__Paenibacillaceae_367444	0.7711862500810017
3447f4640bb73479f1b762d796f7b8c4	d__Bacteria	0.9999996674714818
c3d90a631dae1216c004143d84c5efa5	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.9858003488422039
02fde28f981b215cb44803441124afb7	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Propionivibrio; s__	0.8334839631200572
16ee6f33a659d292b8c282fc08cc252b	d__Bacteria; p__Bacteroidota; c__Bacteroidia	0.9621176781684735
b1bc78e64dffe4f66e2f52c8847a071c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Alloprevotella; s__Alloprevotella rava	0.9973085635562884
d114fb4c335125128be28401522dd41a	d__Bacteria; p__Bacillota_I; c__Bacilli_A	0.9878747916706925
2c778ba2ffc369e6f9b603309ac0a1b8	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Clostridium_R_134517; s__	0.9968396572051301
dbc942de149a0c6d38e7bd8af0ffc806	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483	0.925089264496753
3de51298d1ae70d9e372138e3eefd231	d__Bacteria; p__Bacteroidota; c__Bacteroidia	0.9919346471388977
e343092fc6251c49a040276ed0f9da36	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956; s__Bacteroides_H_857956 neonati	0.9998415846656569
76315fb3da2a322ac4003cfb357d688d	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483	0.985303834794567
ada9bd0d79596edc984f5d145e7212d5	d__Bacteria; p__Bacillota_I; c__Bacilli_A	0.7101034613005077
4d6c2959f9fd8df379626c48d23ab4ae	d__Bacteria; p__Bacillota_B_370539; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__Desulfosporosinus; s__Desulfosporosinus sp000224515	0.7701056829566697
f117f249f9d1425f4ecfc792bd51c3f9	d__Bacteria; p__Krumholzibacteriota; c__Krumholzibacteria; o__LZORAL124-64-63; f__; g__; s__	0.9788717020345808
ea1372197d039b39ee2f9e958c6cdd59	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Clostridium_R_134517; s__	0.93567622603168
0135d9e2f8a0e3baeb70fbf7c1fc4440	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.8623191347865771
35e995d93a1e8feb467ee7c29d775415	d__Bacteria	0.9999999699525581
a28fd483a179a326a6f6992dc29fd91d	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.9892403630930504
a9dd25c8fef209043d075081c5f6e35d	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483	0.9896320716439718
